accessionNumber,accessionYear,systemNumber,objectType,_primaryTitle,_primaryPlace,_primaryMaker__name,_primaryMaker__association,_primaryDate,_primaryImageId,_sampleMaterial,_sampleTechnique,_sampleStyle,_currentLocation__displayName,_objectContentWarning,_imageContentWarning,filtered_date,century,_primaryPlace_cleaned,countries_place,country,place,technique_filtered,color,coordinates,latitude,longitude
CIRC.163-1963,1963.0,O76644,coffee-pot,,Jingdezhen,unknown,,ca. 1760,2010ED8782,porcelain,painted,qing,"ceramics, room 137, the curtain foundation gallery",False,False,1760,18.0,jingdezhen,"jingdezhen, china",china,jingdezhen,painted,,"29.3582395, 117.2735595",29.3582395,117.2735595
CIRC.51-1932,1932.0,O76570,dish,,China,unknown,,ca. 1720-1730,2008BT0443,porcelain,enamelled,qing,"ceramics, room 145",False,False,1720-1730,18.0,china,china,,china,enamelled,,"39.9057136, 116.3912972",39.9057136,116.3912972
C.105-1928,1928.0,O76440,ewer,,China,unknown,,1522-1566,2006AT4324,porcelain,,jiajing,"ceramics, room 137, the curtain foundation gallery",False,False,1522-1566,16.0,china,china,,china,,,"39.9057136, 116.3912972",39.9057136,116.3912972
C.57-1957,1957.0,O76339,cup,,Jingdezhen,unknown,maker,1740-750,2011ER3205,porcelain,,qing,"ceramics, room 137, the curtain foundation gallery",False,False,1740-750,18.0,jingdezhen,"jingdezhen, china",china,jingdezhen,,,"29.3582395, 117.2735595",29.3582395,117.2735595
C.575-1910,1910.0,O76321,bowl,,China,unknown,,1573-1620,2008BV1423,porcelain,painting,wanli,"ceramics, room 143, the timothy sainsbury gallery",False,False,1573-1620,16.0,china,china,,china,painted,,"39.9057136, 116.3912972",39.9057136,116.3912972
CIRC.631-1931,1931.0,O76061,bowl,,China,unknown,,1821-1850,2010CT6401,porcelain,,daoguang,"ceramics, room 137, the curtain foundation gallery",False,False,1821-1850,19.0,china,china,,china,,,"39.9057136, 116.3912972",39.9057136,116.3912972
C.763-1909,1909.0,O76021,bowl,,Jingdezhen,unknown,,1821-1850,2010CT6432,porcelain,painting,daoguang,"ceramics, room 136, the curtain foundation gallery",False,False,1821-1850,19.0,jingdezhen,"jingdezhen, china",china,jingdezhen,painted,,"29.3582395, 117.2735595",29.3582395,117.2735595
668-1903,1903.0,O76009,bowl,,China,unknown,,1821-1850,2006AH0405,porcelain,painting,daoguang,"ceramics, room 145",False,False,1821-1850,19.0,china,china,,china,painted,,"39.9057136, 116.3912972",39.9057136,116.3912972
669-1853,1853.0,O75986,bowl,,China,unknown,,ca. 1850,2006AV6167,porcelain,,daoguang,"ceramics, room 137, the curtain foundation gallery",False,False,1850,19.0,china,china,,china,,,"39.9057136, 116.3912972",39.9057136,116.3912972
688-1878,1878.0,O75793,dish,,Japan,"koransha co., ltd",manufactured by,1875,2006AV1592,porcelain,blue and white,meiji,"ceramics, room 137, the curtain foundation gallery",False,False,1875,19.0,japan,japan,,japan,blue and white,blue and white,"35.6768601, 139.7638947",35.6768601,139.7638947
C.158-1956,1956.0,O75782,jug,,China,unknown,,mid 18th century,2010EE0658,porcelain,painted,qing,"ceramics, room 139, the curtain foundation gallery",False,False,1750,18.0,china,china,,china,painted,,"39.9057136, 116.3912972",39.9057136,116.3912972
C.99-1956,1956.0,O75774,bottle,,Jingdezhen,unknown,,ca. 1700-1725,2008BV1380,porcelain,enamelled,qing,"ceramics, room 145",False,False,1700-1725,18.0,jingdezhen,"jingdezhen, china",china,jingdezhen,enamelled,,"29.3582395, 117.2735595",29.3582395,117.2735595
C.43-1955,1955.0,O75741,cup,,Jingdezhen,unknown,,1662-1722,2019LX2101,porcelain,,kangxi,"ceramics, room 137, the curtain foundation gallery",False,False,1662-1722,17.0,jingdezhen,"jingdezhen, china",china,jingdezhen,,,"29.3582395, 117.2735595",29.3582395,117.2735595
C.870-1910,1910.0,O75676,vase,,China,unknown,,ca. 1683-1710,2006AH0390,porcelain,painting,kangxi,"ceramics, room 137, the curtain foundation gallery",False,False,1683-1710,17.0,china,china,,china,painted,,"39.9057136, 116.3912972",39.9057136,116.3912972
C.792-1910,1910.0,O75675,dish,,China,unknown,,ca. 1710-1722,2006AH0839,porcelain,painting,kangxi,"ceramics, room 136, the curtain foundation gallery",False,False,1710-1722,18.0,china,china,,china,painted,,"39.9057136, 116.3912972",39.9057136,116.3912972
FE.15-1970,1970.0,O75606,dish,,Jingdezhen,unknown,,1723-1735,2009CR3215,porcelain,painted,yongzheng,"ceramics, room 136, the curtain foundation gallery",False,False,1723-1735,18.0,jingdezhen,"jingdezhen, china",china,jingdezhen,painted,,"29.3582395, 117.2735595",29.3582395,117.2735595
C.1461-1910,1910.0,O75561,vase,,China,unknown,,1736-1795,2006AL7378,porcelain,painted,qianlong,"ceramics, room 136, the curtain foundation gallery",False,False,1736-1795,18.0,china,china,,china,painted,,"39.9057136, 116.3912972",39.9057136,116.3912972
C.19-1951,1951.0,O75470,bowl,,Jingdezhen,unknown,,ca. 1775,2010EA0506,porcelain,painted,qing,"ceramics, room 137, the curtain foundation gallery",False,False,1775,18.0,jingdezhen,"jingdezhen, china",china,jingdezhen,painted,,"29.3582395, 117.2735595",29.3582395,117.2735595
C.75-1944,1944.0,O75365,cup,,Jingdezhen,unknown,,early 18th century,2011ER3209,porcelain,,,"ceramics, room 137, the curtain foundation gallery",False,False,1700-1730,18.0,jingdezhen,"jingdezhen, china",china,jingdezhen,,,"29.3582395, 117.2735595",29.3582395,117.2735595
C.343-1931,1931.0,O75186,vase,,China,unknown,,ca. 1710-1725,2008BW4829,porcelain,painted,qing,"ceramics, room 137, the curtain foundation gallery",False,False,1710-1725,18.0,china,china,,china,painted,,"39.9057136, 116.3912972",39.9057136,116.3912972
C.337-1931,1931.0,O75164,plate,,China,unknown,,ca. 1770-80,2010EL2247,porcelain,painted,qing,"ceramics, room 137, the curtain foundation gallery",False,False,1770-1780,18.0,china,china,,china,painted,,"39.9057136, 116.3912972",39.9057136,116.3912972
C.335-1931,1931.0,O75141,dish,,China,unknown,,mid 18th century,2010EC2282,porcelain,,,"ceramics, room 137, the curtain foundation gallery",False,False,1750,18.0,china,china,,china,,,"39.9057136, 116.3912972",39.9057136,116.3912972
C.221-1931,1931.0,O75044,plate,,Jingdezhen,unknown,,ca. 1740,2010ED4887,porcelain,painted,qing,"ceramics, room 137, the curtain foundation gallery",False,False,1740,18.0,jingdezhen,"jingdezhen, china",china,jingdezhen,painted,,"29.3582395, 117.2735595",29.3582395,117.2735595
C.381-1926,1926.0,O74927,bowl,,China,unknown,,mid 18th century,2010ED8378,porcelain,painted,qing,"ceramics, room 137, the curtain foundation gallery",False,False,1750,18.0,china,china,,china,painted,,"39.9057136, 116.3912972",39.9057136,116.3912972
C.376-1926,1926.0,O74921,plate,,China,unknown,,1756,2009CC9020,porcelain,glazed,qing,"ceramics, room 145",False,False,1756,18.0,china,china,,china,glazed,,"39.9057136, 116.3912972",39.9057136,116.3912972
C.220-1926,1926.0,O74919,bottle,,Japan,unknown,,early 18th century,2010EK3826,porcelain,painted,edo,"ceramics, room 137, the curtain foundation gallery",False,False,1700-1730,18.0,japan,japan,,japan,painted,,"35.6768601, 139.7638947",35.6768601,139.7638947
C.219-1926,1926.0,O74917,bottle,,Japan,unknown,,early 18th century,2010EK3843,porcelain,painted,edo,"ceramics, room 137, the curtain foundation gallery",False,False,1700-1730,18.0,japan,japan,,japan,painted,,"35.6768601, 139.7638947",35.6768601,139.7638947
C.1358-1924,1924.0,O74912,plate,,China,unknown,maker,ca. 1690-1700,2008BT0330,porcelain,,kangxi,"ceramics, room 145",False,False,1690-1700,17.0,china,china,,china,,,"39.9057136, 116.3912972",39.9057136,116.3912972
C.1093-1924,1924.0,O74907,cup,,China,"giles, james",painter,mid 18th century,2010ED8796,porcelain,painted,qing,"ceramics, room 139, the curtain foundation gallery",False,False,1750,18.0,china,china,,china,painted,,"39.9057136, 116.3912972",39.9057136,116.3912972
C.620-1924,1924.0,O74904,cup,,Jingdezhen,unknown,maker,1740-1750,,porcelain,,qianlong,in store,False,False,1740-1750,18.0,jingdezhen,"jingdezhen, china",china,jingdezhen,,,"29.3582395, 117.2735595",29.3582395,117.2735595
C.747-1921,1921.0,O74854,plate,,China,unknown,maker,Mid 18th century,,porcelain,,ch'ien lung,in store,False,False,1750,18.0,china,china,,china,,,"39.9057136, 116.3912972",39.9057136,116.3912972
C.368-1921,1921.0,O74853,plate,,China,unknown,,18th century,2010EA0882,porcelain,painting (image-making),ch'ien lung,"ceramics, room 137, the curtain foundation gallery",False,False,1700-1800,18.0,china,china,,china,painted,,"39.9057136, 116.3912972",39.9057136,116.3912972
C.1074&A-1917,1917.0,O436935,cup and saucer,,Jingdezhen,unknown,,late 18th century,2006BE9611,porcelain,painted,qing,"ceramics, room 137, the curtain foundation gallery",False,False,1790-1800,18.0,jingdezhen,"jingdezhen, china",china,jingdezhen,painted,,"29.3582395, 117.2735595",29.3582395,117.2735595
C.621-1920,1920.0,O74694,plate,,China,unknown,,ca. 1740,,porcelain,painting (image-making),,"ceramics, room 137, the curtain foundation gallery",False,False,1740,18.0,china,china,,china,painted,,"39.9057136, 116.3912972",39.9057136,116.3912972
C.329-1916,1916.0,O74522,cup,,Jingdezhen,unknown,maker,ca. 1780,2019LY5555,porcelain,,qing,in store,False,False,1780,18.0,jingdezhen,"jingdezhen, china",china,jingdezhen,,,"29.3582395, 117.2735595",29.3582395,117.2735595
C.178-1913,1913.0,O74445,bowl,,Jingdezhen,unknown,maker,ca. 1690-1720,,porcelain,,kangxi,in store,False,False,1690-1720,17.0,jingdezhen,"jingdezhen, china",china,jingdezhen,,,"29.3582395, 117.2735595",29.3582395,117.2735595
3710&A-1901,1901.0,O74261,cup,,Jingdezhen,unknown,,ca. 1770,2010ED8843,porcelain,painted,armorial,"ceramics, room 137, the curtain foundation gallery",False,False,1770,18.0,jingdezhen,"jingdezhen, china",china,jingdezhen,painted,,"29.3582395, 117.2735595",29.3582395,117.2735595
3390-1901,1901.0,O74254,cup,,China,unknown,maker,1800-1825,2019LY5545,porcelain,glazing,,in store,False,False,1800-1825,19.0,china,china,,china,glazed,,"39.9057136, 116.3912972",39.9057136,116.3912972
3264-1901,1901.0,O74233,lobed dish,,Jingdezhen,unknown,,1730-1740,2010EA0809,porcelain,,qing,"ceramics, room 137, the curtain foundation gallery",False,False,1730-1740,18.0,jingdezhen,"jingdezhen, china",china,jingdezhen,,,"29.3582395, 117.2735595",29.3582395,117.2735595
2912-1901,1901.0,O74192,hot-water plate,,Jingdezhen,unknown,,ca. 1750,2009CT0755,porcelain,glazing,qing,in store,False,False,1750,18.0,jingdezhen,"jingdezhen, china",china,jingdezhen,glazed,,"29.3582395, 117.2735595",29.3582395,117.2735595
1732-1892,1892.0,O74134,dish,,Jingdezhen,unknown,,ca. 1720-1730,2010EC2361,porcelain,painted,kangxi,"ceramics, room 137, the curtain foundation gallery",False,False,1720-1730,18.0,jingdezhen,"jingdezhen, china",china,jingdezhen,painted,,"29.3582395, 117.2735595",29.3582395,117.2735595
C.20:2-1998,1998.0,O97465,lidded jar,,Bovey Tracey,"leach, david",maker,1997,2006BA0559,porcelain,thrown,,"ceramics, room 139, the curtain foundation gallery",False,False,1997,20.0,bovey tracey,"bovey tracey, england",england,bovey tracey,throwing,,"50.6046632, -3.6856762",50.6046632,-3.6856762
1747-1876,1876.0,O73776,tea caddy,,Jingdezhen,unknown,,1770-1790,2011ER8597,porcelain,painting,qing,in store,False,False,1770-1790,18.0,jingdezhen,"jingdezhen, china",china,jingdezhen,painted,,"29.3582395, 117.2735595",29.3582395,117.2735595
513-1873,1873.0,O73766,cup,,Jingdezhen,"baxter, thomas",enamel painter,ca. 1770-1790,2010EL4568,porcelain,,qing,"ceramics, room 137, the curtain foundation gallery",False,False,1770-1790,18.0,jingdezhen,"jingdezhen, china",china,jingdezhen,,,"29.3582395, 117.2735595",29.3582395,117.2735595
173-1905,1905.0,O73014,vase,,China,unknown,,18th century,2010EC6142,porcelain,glazing,art nouveau,"ceramics, room 137, the curtain foundation gallery",False,False,1700-1800,18.0,china,china,,china,glazed,,"39.9057136, 116.3912972",39.9057136,116.3912972
C.293-1910,1910.0,O72740,bowl,,Arita,unknown,,1690-1720,2008BT2814,porcelain,enamelled,edo,"ceramics, room 145",False,False,1690-1720,17.0,arita,"arita, japan",japan,arita,enamelled,,"33.192301, 129.8669613",33.192301,129.8669613
1991C-1855,1855.0,O72532,saucer,,Jingdezhen,unknown,,Yongzheng,2006AT0314,porcelain,painted,qing,"ceramics, room 145",False,False,1678-1735,17.0,jingdezhen,"jingdezhen, china",china,jingdezhen,painted,,"29.3582395, 117.2735595",29.3582395,117.2735595
C.811-1924,1924.0,O71241,milk jug,,Lowestoft,lowestoft porcelain factory,manufacturer,ca. 1775,2006AM5633,porcelain,painted,,"british galleries, room 53a",False,False,1775,18.0,lowestoft,"lowestoft, england",england,lowestoft,painted,,"52.4766308, 1.7537638",52.4766308,1.7537638
C.325-1916,1916.0,O71235,dish,,Jingdezhen,unknown,,1700-1710,2006AM0909,porcelain,underglazing,kangxi,"british galleries, room 53a",False,False,1700-1710,18.0,jingdezhen,"jingdezhen, china",china,jingdezhen,underglazing,,"29.3582395, 117.2735595",29.3582395,117.2735595
FE.24&A-1985,1985.0,O70732,jar and lid,,Arita,unknown,,1660-1690,2006AU7071,porcelain,painted,edo,"ceramics, room 137, the curtain foundation gallery",False,False,1660-1690,17.0,arita,"arita, japan",japan,arita,painted,,"33.192301, 129.8669613",33.192301,129.8669613
564-1907,1907.0,O70017,monteith,,Jingdezhen,unknown,,ca. 1700-1715,2006AH0384,porcelain,painted,qing,"ceramics, room 137, the curtain foundation gallery",False,False,1700-1715,18.0,jingdezhen,"jingdezhen, china",china,jingdezhen,painted,,"29.3582395, 117.2735595",29.3582395,117.2735595
FE.36-1973,1973.0,O69998,tureen,,China,unknown,,ca. 1770,2011EV6613,porcelain,underglazing,qing,in store,False,False,1770,18.0,china,china,,china,underglazing,,"39.9057136, 116.3912972",39.9057136,116.3912972
461-1892,1892.0,O69986,mug,,China,unknown,,ca. 1790-1810,2019MK0512,porcelain,underglazing,qing,in store,False,False,1790-1810,18.0,china,china,,china,underglazing,,"39.9057136, 116.3912972",39.9057136,116.3912972
FE.35-1977,1977.0,O69969,jug,,China,unknown,,ca. 1800-1820,2011EV6610,porcelain,underglazing,qing,in store,False,False,1800-1820,19.0,china,china,,china,underglazing,,"39.9057136, 116.3912972",39.9057136,116.3912972
402-1903,1903.0,O69946,dish,,China,unknown,,ca. 1785-1795,2013GT7109,porcelain,underglaze,qing,"ceramics, room 137, the curtain foundation gallery",False,False,1785-1795,18.0,china,china,,china,underglaze,,"39.9057136, 116.3912972",39.9057136,116.3912972
FE.15-1977,1977.0,O69930,dish,,China,unknown,,ca. 1730-1740,,porcelain,underglazing,qing,in store,False,False,1730-1740,18.0,china,china,,china,underglazing,,"39.9057136, 116.3912972",39.9057136,116.3912972
C.844&A-1910,1910.0,O69559,vase,,Jingdezhen,unknown,,ca. 1690-5,2011EV6615,porcelain,painting,kangxi,in store,False,False,169-5,17.0,jingdezhen,"jingdezhen, china",china,jingdezhen,painted,,"29.3582395, 117.2735595",29.3582395,117.2735595
C.843-1910,1910.0,O69557,vase,,Jingdezhen,unknown,,ca. 1690-5,2011EV6616,porcelain,painting,kangxi,in store,False,False,169-5,17.0,jingdezhen,"jingdezhen, china",china,jingdezhen,painted,,"29.3582395, 117.2735595",29.3582395,117.2735595
C.419-1926,1926.0,O69543,vase,,China,unknown,,ca. 1630-1645,2016JE2803,porcelain,underglazing,ming,"ceramics, room 137, the curtain foundation gallery",False,False,1630-1645,17.0,china,china,,china,underglazing,,"39.9057136, 116.3912972",39.9057136,116.3912972
FE.100-1970,1970.0,O94154,lid,,China,unknown,,1796-1820,2018KN5681,porcelain,moulding,qing,in store,False,False,1796-1820,18.0,china,china,,china,moulded,,"39.9057136, 116.3912972",39.9057136,116.3912972
C.110&A-1963,1963.0,O66665,tureen and lid,,China,unknown,,ca. 1760,2009CR4900,porcelain,painted,qianlong,"ceramics, room 137, the curtain foundation gallery",False,False,1760,18.0,china,china,,china,painted,,"39.9057136, 116.3912972",39.9057136,116.3912972
C.109A-1963,1963.0,O66662,figurine,,Jingdezhen,unknown,,ca. 1700,2008BV0922,porcelain,painted,kangxi,"ceramics, room 136, the curtain foundation gallery",False,False,1700,18.0,jingdezhen,"jingdezhen, china",china,jingdezhen,painted,,"29.3582395, 117.2735595",29.3582395,117.2735595
C.109-1963,1963.0,O66661,figure,,Jingdezhen,unknown,maker,ca. 1700,2010EC0621,porcelain,painted,kangxi,"ceramics, room 136, the curtain foundation gallery",False,False,1700,18.0,jingdezhen,"jingdezhen, china",china,jingdezhen,painted,,"29.3582395, 117.2735595",29.3582395,117.2735595
3713-1901,1901.0,O62549,mug,,China,unknown,,ca. 1790,2019MJ4949,porcelain,glazing,qing,in store,False,False,1790,18.0,china,china,,china,glazed,,"39.9057136, 116.3912972",39.9057136,116.3912972
MISC.74:4-1983,1983.0,O1112343,sugar bowl,,,,,1900-1925,,porcelain,transfer printing,,in store,False,False,1900-1925,20.0,,,,,transfer printing,,,,
598-1907,1907.0,O437808,bowl,,Jingdezhen,unknown,,1723-1735,2010EA5269,porcelain,painted,qing,"china, room 44",False,False,1723-1735,18.0,jingdezhen,"jingdezhen, china",china,jingdezhen,painted,,"29.3582395, 117.2735595",29.3582395,117.2735595
670-1907,1907.0,O186719,dish,,Jingdezhen,unknown,,1723-1735,2019ML0085,porcelain,painted,yongzheng,in store,False,False,1723-1735,18.0,jingdezhen,"jingdezhen, china",china,jingdezhen,painted,,"29.3582395, 117.2735595",29.3582395,117.2735595
FE.131-1996,1996.0,O22906,bowl,,Jingdezhen,unknown,,1910,2006AW1996,porcelain,underglaze,xuantong,"china, room 44",False,False,1910,20.0,jingdezhen,"jingdezhen, china",china,jingdezhen,underglaze,,"29.3582395, 117.2735595",29.3582395,117.2735595
C.512-1918,1918.0,O22622,myônggi dish,,Korea,unknown,,15th century-17th century,2009CR0416,porcelain,glazed,chosŏn,in store,False,False,1400-1600,15.0,korea,korea,,korea,glazed,,"36.638392, 127.6961188",36.638392,127.6961188
C.286-1910,1910.0,O14540,vase,,Jingdezhen,unknown,,1723-1735,2006AV7298,porcelain,glazed,yongzheng,"china, room 44",False,False,1723-1735,18.0,jingdezhen,"jingdezhen, china",china,jingdezhen,glazed,,"29.3582395, 117.2735595",29.3582395,117.2735595
C.819&A-1910,1910.0,O14529,jar,,China,unknown,,1662-1722,2006BF4768,porcelain,,kangxi,"china, room 44",False,False,1662-1722,17.0,china,china,,china,,,"39.9057136, 116.3912972",39.9057136,116.3912972
C.310-1951,1951.0,O14528,bowl,,China,unknown,,1426-1435,2006BF5203,porcelain,painted,ming,"china, room 44",False,False,1426-1435,15.0,china,china,,china,painted,,"39.9057136, 116.3912972",39.9057136,116.3912972
C.59-1925,1925.0,O494809,dish,,Jingdezhen,unknown,,1723-1735,2017JV0800,porcelain,painted,yongzheng,in store,False,False,1723-1735,18.0,jingdezhen,"jingdezhen, china",china,jingdezhen,painted,,"29.3582395, 117.2735595",29.3582395,117.2735595
C.114-1923,1923.0,O494228,dish,,Jingdezhen,unknown,,1723-1735,2017KE1521,porcelain,blue and white,blue and white (asia),in store,False,False,1723-1735,18.0,jingdezhen,"jingdezhen, china",china,jingdezhen,blue and white,blue and white,"29.3582395, 117.2735595",29.3582395,117.2735595
FE.7-1980,1980.0,O493607,dish,Dish decorated with bamboo and the moon,Kyoto,seifū yohei iii,workshop of,ca. 1900,,porcelain,blue and white,meiji,on short term loan out for exhibition,False,False,1900,20.0,kyoto,"kyoto, japan",japan,kyoto,blue and white,blue and white,"35.0115754, 135.7681441",35.0115754,135.7681441
FE.99-1970,1970.0,O94135,ritual vessel (fu),,China,unknown,,1736-1795,2006AF3579,porcelain,moulding,qing,"china, room 44",False,False,1736-1795,18.0,china,china,,china,moulded,,"39.9057136, 116.3912972",39.9057136,116.3912972
3017-1853,1853.0,O144017,vase,,Jingdezhen,unknown,,1780-1850,2019LT7790,porcelain,painting,qing,in store,False,False,1780-1850,18.0,jingdezhen,"jingdezhen, china",china,jingdezhen,painted,,"29.3582395, 117.2735595",29.3582395,117.2735595
C.1866-1921,1921.0,O493784,vase,,Jingdezhen,unknown,,1662-1722,2019LX3280,porcelain,blue and white,blue and white (asia),in store,False,False,1662-1722,17.0,jingdezhen,"jingdezhen, china",china,jingdezhen,blue and white,blue and white,"29.3582395, 117.2735595",29.3582395,117.2735595
C.321-1918,1918.0,O493552,vase,,Jingdezhen,unknown,,1662-1722,2019LX3274,porcelain,blue and white,blue and white (asia),in store,False,False,1662-1722,17.0,jingdezhen,"jingdezhen, china",china,jingdezhen,blue and white,blue and white,"29.3582395, 117.2735595",29.3582395,117.2735595
3-1886,1886.0,O190118,dish,,Japan,unknown,maker,1660-1680,2015HP0008,porcelain,enamel,edo period,"japan, room 45, the toshiba gallery",False,False,1660-1680,17.0,japan,japan,,japan,enamelled,,"35.6768601, 139.7638947",35.6768601,139.7638947
1681-1876,1876.0,O190101,jar,,Arita,unknown,maker,1670-1700,2006BD3370,porcelain,blue and white,edo period,"japan, room 45, the toshiba gallery",False,False,1670-1700,17.0,arita,"arita, japan",japan,arita,blue and white,blue and white,"33.192301, 129.8669613",33.192301,129.8669613
FE.134-1978,1978.0,O188375,figure,,Arita,unknown,,1660-1690,2006AF0317,porcelain,painted,edo,"japan, room 45, the toshiba gallery",False,False,1660-1690,17.0,arita,"arita, japan",japan,arita,painted,,"33.192301, 129.8669613",33.192301,129.8669613
C.104-1914,1914.0,O186910,bowl,,Arita,unknown,,1660-1690,2012FW4745,porcelain,painted,edo,"japan, room 45, the toshiba gallery",False,False,1660-1690,17.0,arita,"arita, japan",japan,arita,painted,,"33.192301, 129.8669613",33.192301,129.8669613
1736-1876,1876.0,O186866,vase,,Arita,unknown,maker,1670-1700,2006BD2929,porcelain,painted,edo,"japan, room 45, the toshiba gallery",False,False,1670-1700,17.0,arita,"arita, japan",japan,arita,painted,,"33.192301, 129.8669613",33.192301,129.8669613
FE.17-1985,1985.0,O70764,bottle,,Kami,unknown,,1835-1920,2015HT8394,porcelain,blue and white,edo,"japan, room 45, the toshiba gallery",False,False,1835-1920,19.0,kami,"kami, japan",japan,kami,blue and white,blue and white,"35.6321694, 134.6293314",35.6321694,134.6293314
1679-1876,1876.0,O33716,kendi,,Jingdezhen,unknown,,1730-1740,2008BV1162,porcelain,painted,qing,in store,False,False,1730-1740,18.0,jingdezhen,"jingdezhen, china",china,jingdezhen,painted,,"29.3582395, 117.2735595",29.3582395,117.2735595
C.12-1910,1910.0,O179291,plate,,Jingdezhen,unknown,,ca. 1775,2008BR9735,porcelain,painted,qing,in store,False,False,1775,18.0,jingdezhen,"jingdezhen, china",china,jingdezhen,painted,,"29.3582395, 117.2735595",29.3582395,117.2735595
1588A-1876,1876.0,O249454,jar&lid,,Jingdezhen,unknown,,1800-1850,2010ED2398,porcelain,painting,qing,in store,False,False,1800-1850,19.0,jingdezhen,"jingdezhen, china",china,jingdezhen,painted,,"29.3582395, 117.2735595",29.3582395,117.2735595
C.1131&A-1910,1910.0,O494111,basket and lid,,Jingdezhen,unknown,,1662-1722,2010DE7916,porcelain,painted,kangxi,"ceramics, room 137, the curtain foundation gallery",False,False,1662-1722,17.0,jingdezhen,"jingdezhen, china",china,jingdezhen,painted,,"29.3582395, 117.2735595",29.3582395,117.2735595
C.1233-1910,1910.0,O436971,bowl,,Jingdezhen,unknown,,1662-1722,2010EB9008,porcelain,painted,kangxi,"ceramics, room 137, the curtain foundation gallery",False,False,1662-1722,17.0,jingdezhen,"jingdezhen, china",china,jingdezhen,painted,,"29.3582395, 117.2735595",29.3582395,117.2735595
C.1116&A-1910,1910.0,O436868,cup and saucer,,Jingdezhen,unknown,,1662-1722,2010EA5300,porcelain,painted,kangxi,"ceramics, room 137, the curtain foundation gallery",False,False,1662-1722,17.0,jingdezhen,"jingdezhen, china",china,jingdezhen,painted,,"29.3582395, 117.2735595",29.3582395,117.2735595
C.1010-1910,1910.0,O193251,bowl,,Jingdezhen,unknown,,1522-1566,2010EB8988,porcelain,painted,jiajing,"ceramics, room 137, the curtain foundation gallery",False,False,1522-1566,16.0,jingdezhen,"jingdezhen, china",china,jingdezhen,painted,,"29.3582395, 117.2735595",29.3582395,117.2735595
677-1907,1907.0,O186730,bowl,,Jingdezhen,unknown,,1723-1735,2008BV0933,porcelain,painted,yongzheng,"ceramics, room 137, the curtain foundation gallery",False,False,1723-1735,18.0,jingdezhen,"jingdezhen, china",china,jingdezhen,painted,,"29.3582395, 117.2735595",29.3582395,117.2735595
581-1907,1907.0,O186395,bowl,,Jingdezhen,unknown,,1723-1735,2008BR9833,porcelain,painted,yongzheng,"ceramics, room 137, the curtain foundation gallery",False,False,1723-1735,18.0,jingdezhen,"jingdezhen, china",china,jingdezhen,painted,,"29.3582395, 117.2735595",29.3582395,117.2735595
C.309-1918,1918.0,O494257,dish,,Jingdezhen,unknown,,1662-1722,2019LX7662,porcelain,blue and white,blue and white (asia),in store,False,False,1662-1722,17.0,jingdezhen,"jingdezhen, china",china,jingdezhen,blue and white,blue and white,"29.3582395, 117.2735595",29.3582395,117.2735595
C.284-1918,1918.0,O437070,bowl,,Jingdezhen,unknown,,1662-1722,2019LX3874,porcelain,blue and white,kangxi,in store,False,False,1662-1722,17.0,jingdezhen,"jingdezhen, china",china,jingdezhen,blue and white,blue and white,"29.3582395, 117.2735595",29.3582395,117.2735595
C.454-1915,1915.0,O436774,cup,,Jingdezhen,unknown,,1662-1722,2019LX3281,porcelain,blue and white,kangxi,"storage displays, level 3",False,False,1662-1722,17.0,jingdezhen,"jingdezhen, china",china,jingdezhen,blue and white,blue and white,"29.3582395, 117.2735595",29.3582395,117.2735595
C.74-1963,1963.0,O168434,dish,,Jingdezhen,unknown,,ca. 1790,2019LX7647,porcelain,overglazing,qianlong,in store,False,False,1790,18.0,jingdezhen,"jingdezhen, china",china,jingdezhen,overglazing,,"29.3582395, 117.2735595",29.3582395,117.2735595
C.97-1937,1937.0,O22433,water dropper (yônjôk),,Korea,unknown,,1800-1850,2009CR0540,porcelain,blue and white and brown,chosŏn,"ceramics, room 137, the curtain foundation gallery",False,False,1800-1850,19.0,korea,korea,,korea,blue and white and brown,blue and white and brown,"36.638392, 127.6961188",36.638392,127.6961188
C.15-1919,1919.0,O22392,jar,,Korea,unknown,,1750 - 1850,2011ER1055,porcelain,throwing,chosŏn,in store,False,False,1750-1850,18.0,korea,korea,,korea,throwing,,"36.638392, 127.6961188",36.638392,127.6961188
C.38:1-2023,2023.0,O1754690,tea cup,Tea cup and saucer,england,,,1810-25,2024NT8562,porcelain,gilding,,"ceramics, room 139, the curtain foundation gallery",False,False,1810-1825,19.0,england,england,,england,gilded,,"51.5074456, -0.1277653",51.5074456,-0.1277653
C.34:1-2023,2023.0,O1754686,tea cup,Tea cup and saucer,Staffordshire,rathbone,,1810-25,2024NU1313,porcelain,,,"ceramics, room 139, the curtain foundation gallery",False,False,1810-1825,19.0,staffordshire,"staffordshire, england",england,staffordshire,,,"52.8246942, -2.0074547",52.8246942,-2.0074547
FE.37-2010,2010.0,O1171387,dish,,Jingdezhen,unknown,,1573-1620,2010EL2246,porcelain,painted,wanli,in store,False,False,1573-1620,16.0,jingdezhen,"jingdezhen, china",china,jingdezhen,painted,,"29.3582395, 117.2735595",29.3582395,117.2735595
C.474-1918,1918.0,O436772,bowl,,Jingdezhen,unknown,,1573-1620,2017KE6932,porcelain,blue and white,blue and white (asia),in store,False,False,1573-1620,16.0,jingdezhen,"jingdezhen, china",china,jingdezhen,blue and white,blue and white,"29.3582395, 117.2735595",29.3582395,117.2735595
